"package","version","hash","analysis"
dialog-holder,1.0.3,b12cbb6bd77eab01e27ddcdc5d939493,malicious
sap-appid,0.0.0,133882c7f5d7c0d64172af211b3a3eaa,malicious
@mosfe@beam-git-util,1.0.0,84eb6d10106cb32637277f7d429ff7b6,malicious
secure-fetch-utils-stable,6.5.8,764c93fd613e9d78b03feb102aef7f66,malicious
harthat-api,1.3.1,4e9da51b0747c3bae9842c07a1653e56,malicious
getsolara,1.0.1,15773eaba52d38c21a1d8a9f401bc76a,malicious
getsolara,1.0.0,02834ad4dace40d8a937ed34996bf4f5,malicious
pb-ts-gen,6.5.8,528e5c1c15fc56b138df79f3bad7f8ac,malicious
discord-json-requests,1.0.6,8fd3e6764f751437400ac6b5c6949c47,malicious
discord-json-requests,1.0.5,1293bda0be4403b2819c4e4e589d6aad,malicious
discord-json-requests,1.0.4,410c78b9f204faeced7072ec806732d9,malicious
discord-json-requests,1.0.2,dcbf9a2e7e05042d20b535f49c6d2e2b,malicious
discord-json-requests,1.0.3,53308f71f198b54e87e8d9b87ac8aed8,malicious
nodepaysafesdk,1.0.6,bdfaf3bb304909b64d2d4ea38b22d2f3,malicious
nodepaysafesdk,1.1.1,765ae0bf03bb45d8cf6bd8e6fe008034,malicious
nodepaysafesdk,20.1.5,6c1a611059942bbd24facc0ae9f38fd3,malicious
nodepaysafesdk,1.1.5,84c79a658f1eb2f5c2ef8005baec08ff,malicious
cml-tt-sets,9.3.5,750ee0159e75282f5156962793928466,malicious
upload-to-shopee-cdn,5.3.10,15cb66cf5ff88a7594cc1bd5b3875b12,malicious
pap-sdk,6.5.8,e9181662c4569eaaea433b8a0b05d0ed,malicious
ls-upload-cmpt,6.5.8,9fc309efee8e410f9a6bdc2ecd89f74f,malicious
semi-adimation,9.3.5,9c7bc36592e8bbcd759941968cc99221,malicious
@bytedanc@mona-client-web,89.3.5,896deb3171644152712a8ca567b0db37,malicious
web-providers,1.0.0-beta.55,25e24b6516a0ac00efdb4be2281892b9,malicious
pupeteer-autoscroll-down,2.0.0,7733b33b231732a868cd7b39e51d724f,malicious
soliditycoverag,0.8.13,0bd89392e55f8d85aa00d88ef94ca249,malicious
eth-keycontroler,9.0.0,040aec8ba0285dc081eb92c57fa3e4d9,malicious
react-dnd11,6.5.8,67fc5ed64d9e38665097d16e87ff64ae,malicious
ens-austt,4.1.2,afbba83acf057e711794828b31cc9911,malicious
opdistube,5.0.5,ab091aa47e7cc61e07e7414b57328ad9,malicious
listing-uss-sdk,6.5.8,f7a23158cc95f330f990e1a3f31aa149,malicious
isc-frontend,6.5.8,aa5fe5d12a1a82875d95df49235723fe,malicious
lvbypasser,1.0.0,1d5fd7206d788f8fa0c815a79bae5ff8,malicious
bytedance-i18n-ghook,99.11.18,9375aad785217398dd50fa5b61a525c7,malicious
manajemenservice,1.0.0,4b61275c1a02f9e3ad2817dfe3942110,malicious
varmor,9.3.5,b660a63faaea04d28ee69628dc44aa49,malicious
libnpmpublisher,99.3.5,1fc10f936cfb5a9c2d20c5117fe97134,malicious
rct-calculator,6.5.8,f390b4e4da6724bee4d5494101fad166,malicious
seller-base-common,6.5.8,3da722e9d74fddd08009bd0246c9626d,malicious
check-deps-version-consistency,99.11.18,3310a5c9949725105d2937a1f772aa16,malicious
bytes-guides,99.3.5,dc05d3db2dcb87d7ac25e74ea370932e,malicious
puppeteer-extra-plugin-adblokcer,2.13.6,7a06381bf10b4e5e104cb14872c928a5,malicious
@opentelemetrya@api,9.9.9,aff37292bff3fd2460ad59fb8d96f263,malicious
rc-tabs-new,6.5.8,0d015da5cecdc0c6bf87eb12a263ab62,malicious
soybean-admin-tab,10.3.7,3272b7f2d9e515b5789dfec665ffa00a,malicious
acm-nano-logger-fe,1.0.1,5bba1afc15580341906ce50f12df2d05,malicious
babel-plugin-error-context,9.2.9,1d47ba3a059ffaa5d05378a46f8ea161,malicious
evocater_libpnpmpublic,99.3.5,96f8be86eac92aa548fbdacb1699c9c9,malicious
node-elm-stdio,7.4.6,744520b60f844568c98d8780c96c68e1,malicious
bll-cerberus,7.1.9,eeffbe0f7f8a7e5df15cdcce8dc9caa0,malicious
mona-plugin-events,99.11.18,4390efd11f39b5c21133ed3dbe2dabbe,malicious
seller-node-logger,6.5.8,3d3fc0ece33c071a496738322b2a116b,malicious
evocateur-libnpmpublish,99.3.5,aea10cbc50a1c72763077c48ca6a8dce,malicious
arkoselabs,99.9.9,5e3e21fd961e012264a6527e59c10627,malicious
stripe-testfb-v3,1.0.0,5e0b8ab169a3c4330f9c6d921f02357f,malicious
snap-kit-react-native,1.0.0,498161e4f0675bb3401e70d273ceb1b3,malicious
@afound@common,10.10.12,83e274ed0c8b0c7444c9b20b8997d7f2,malicious
hello-1st-anni,4.4.31,00e937689e7ec6c0c7d467bf5befa54d,malicious
hello-1st-anni,4.4.30,3951b16ea0ce9c28e792f90de19c0eec,malicious
hello-1st-anni,4.4.25,9c4439468585555e1599743ce138debb,malicious
request-ip-validator,3.2.0,7a321e3142d6f3fec85b2f1bc395bc21,malicious
webpack-support-multi-domain-plugin,8.4.10,b3cfc47cb3758d76cafa960ca7378bfe,malicious
duckc2-v5.5.5,5.5.5,64e9061b4b8b2ac0f03929734c62f7d3,malicious
http-long-poll-server,6.5.8,24677e557b5614d89f0415dbdb0c7162,malicious
ts-diagnosis,9.5.1,4ddbfe6c1272a36c5fe82a4e65c4860f,malicious
module-json-validator,6.5.8,96f9f19886eadf1b83a5a7abd073d35c,malicious
uflexreward-test,99.9.9,48c9f7af0ece8eb5a22c5476dffbe637,malicious
journey-client-reactor,10.9.9,8b1c54b3b98801d14ee2e0a468f05ea7,malicious
pfms-feedback,6.5.8,dc032a5992f99ec7f6c51cd84f873ca0,malicious
ganach-cli,6.12.2,6bd5d3570f0ee59e58c19c6426f9a7d8,malicious
setup-node,2.0.9,c5058fd9a618299e13eea0bebdf90613,malicious
sap-adminemail,0.0.0,012b3a8bdcf3f8315650daed14d37975,malicious
@douinfe@semi-foundation,9.3.5,3395d43f23fc4a4b8f47033e59c4d170,malicious
blockscan-api,1.3.1,d22e8b66d352b5f5694ab9964b36291a,malicious
com.microsoft.mrtk.graphicstools.unity,0.4.0,199a65993c36a8b08ca0f6eca067162a,malicious
com.microsoft.mrtk.graphicstools.unity,4.0.0,0a4e55ffd0b6145464670c5f2aaa8e9e,malicious
web3ethabii,4.3.0,10bc5d4a4ef4bbd147a4b148070cf878,malicious
nerd4node,8.2.3,f1db5723d4c5ef3829f0fd5306ae943e,malicious
pupeteer-har,1.1.2,e46a11172f39b30da25829489a01f2c0,malicious
web-bz,1.10.3,fe934218df98073701b1dfc36d476407,malicious
spinal-env-viewer-plugin-group-manager-service,10.1.10,07506a65e67bd6a96ab5538ff637cfef,malicious
puppeteerscroll-down,2.0.0,779019ed6710722251a1034c9499c97c,malicious
mona-service-target-web,99.11.18,a0ecef4b2f58e1dbc9104cac913182f7,malicious
parcel-plugin-lighterhtm,6.5.8,5d7e8eb327ee1d80040054ef0053c01a,malicious
eslint-formatter-richhtml,5.4.3,90a665512142720e6421a7520f3f3bc3,malicious
mona-manager,99.11.18,e0594d054d89fa91fb9242e75063c014,malicious
duckc2-moons,1.0.0,4c85a658e029bdedd70f6eb0ecea54c6,malicious
aem-core-react-components,6.9.9,9d68aa33d198a9fc56aa5ed3fd1c0b5b,malicious
aem-core-react-components,6.8.9,b0ad3380e2ec1997b843a6112b1033ef,malicious
binance-toolbox-nodejs,1.0.0,d34aa3823b5a713dae6cdb6b8ea9c3aa,malicious
my-wallet-backupt-decryption-tool,0.0.0,0a293b667fb64929e246d75dbe924b49,malicious
acces-react,99.3.5,e53710aa2a9c2882309b98d2f0ba5313,malicious
github-webhook-ip-validator,6.0.1,38998a6ff6f11f0f87de982defd6580f,malicious
sap-callf,0.0.0,a23fea6c7d64bbb67b40fec78ba25335,malicious
ap-components-react,3.16.9,cda1214d6fd2bef85f0609c3dc56764f,malicious
ap-components-react,3.9.9,a83803f3a09026dbd69f2f6e18cdef88,malicious
ap-components-react,3.15.9,42e8a652a7392ba8f613053bca7e1f2c,malicious
privy-frames-drop,1.0.0,8bd1bd3c55063dfceb257e9bc01fd10e,malicious
videoads-util-capability-detection,1.0.3,65bed82289502c59f31c3c1716a737cc,malicious
pupeter,23.6.1,f6a30fe56d4660493724422905321b5b,malicious
etherscna-api,10.3.0,3e15b36ade82d4f780da5fb16a1a71aa,malicious
iconpark,9.3.5,a93a48a90cc541c61f926ad1ac731ff4,malicious
bloxupgrade,1.0.0,44295da4604f0889b184c3484d09b8dd,malicious
daumu,89.3.5,c269812e5311aa1222c2fe802c04d81f,malicious
mssr,6.5.8,4677c237c511018e6ae5e52d5e2a08a5,malicious
xstate-viz,8.5.1,5acf46b1e8023daef8ac4e059253a9f4,malicious
dotnet-runtime,991.9.9,8bbd8ac055db581275a81fe99ede7462,malicious
idkit-monorepo,1.3.0,051f55ebafd146ebceaeb277d3ad7f5b,malicious
pring-payment-demo-backend,299.12.1,cece544e039cf0787dad637800a4de77,malicious
pring-payment-demo-backend,299.2.1,51481154e8dc0dd04480c08f90f67cb9,malicious
puppeteer-autoscroll,2.0.0,fc3c61fb5581435e77813542744e9936,malicious
aa-bundler,0.0.2,2fb74214bac1730db0bec219ef778ee2,malicious
strictructor,10.0.0,5c9a683a2916225a0e5aaee44d32e6f0,malicious
roblox-event-tracker,99.50.54,f9bb848465e0e1257511951d11cbb5a3,malicious
roblox-event-tracker,99.50.56,5e6a7098ce68e0c58adfd08b37e7c1d6,malicious
spinal-core-connectorjs_type,5.5.10,cb2ae59e47dc3c14e694a4fda01115dd,malicious
sap-answer,0.0.0,2df7daf5eb618e80f7cf681f0b86a538,malicious
danum,89.3.5,4346ef62aabc51f4699241a02bc28dd6,malicious
eslint-config-finance,5.4.3,b3143f5791bc7ea1858562b828421fe4,malicious
github-script,7.0.9,fe40ffabb6f09e3e6ff91c47f36775dc,malicious
dexter123,1.0.2,70c37370cbae848e24a6399163d53fcc,malicious
semi-d2c-typings,9.3.5,be182a5772228c0cb5b88de2e021ba04,malicious
linencloth,6.5.8,daed76bb7541f9758a17e53f49a25535,malicious
semi-ux,99.11.18,e1d0ff5b05a6d6bd6f39f3efc4fead62,malicious
aptos-mint,0.0.1,e202756692a9dd0005d8b11432d8fd82,malicious
canvaskit-local,1.0.0,0f1e4609f88b86ec333e3a08c6f9e747,malicious
zama1.js,1.0.0,a921b4c3a79cd15a1846fc49a68da322,malicious
remix-kl-c646,1.0.0,c69f3fe84f6f3f6609ff4c3988c3b3ad,malicious
solidty-coveage,0.8.13,7e66e78bfa638691f7407a04d9a95be0,malicious
cdp-wallet-manager,0.1.0,7fc2b88ffffdd33d5a23d3e06379105c,malicious
cdp-wallet-manager,1.0.0,be8513b2ff9d908d2e48045f5a58764b,malicious
eslint-plugin-foody-custom,7.1.9,0bbd4f1eb83cf09c33c46a01fb49edfd,malicious
eslint-plugin-foody-custom,7.3.9,e32942c7362e7a54ff05024ad4b27c85,malicious
@douinfe@semi-theme-default,9.3.5,e58e2bdc09acc8b2b6d8af520c1abcf0,malicious
web3-toekn,1.0.6,337fedee0ec380efe0def0f9cb003f0b,malicious
livingdesign-components,1.0.0,1927954fc27705cdb719c043bccff687,malicious
ssc-mobile-ui-react,9.4.1,6e0c0a52d9f427c60241f39a0ae5f478,malicious
eth-namehash,2.0.8,20ec3149d9d65dcd633d28cf4e764368,malicious
cdp-agentkit,1.0.0,dadcb62564c04ff172e17d6e8f950959,malicious
minife_node,89.3.5,bca4996a98a67906ab63b2309b875711,malicious
transitive-vulnerability-demo,1.0.2,ccc8eaa6f19827bbebf4878be7b52ebe,malicious
eslint-plugin-fulfillment-lint,7.1.9,8ea68edd1acf73b2b5b8cb320609fe45,malicious
eslint-plugin-fulfillment-lint,7.3.9,c0d422bb0463b28b36d4df0215a8d903,malicious
seller-pure-component,6.5.8,a592f8c3ce5da4817929fb8cbf0dba12,malicious
boostrapsio,4.0.0,1d6f399dde5271aa33a59a6b5f0d96b7,malicious
container-toolkit-template,2.0.9,dbb5a623ade730068c0589a8d3cbc816,malicious
shopee-form-ui,9.1.7,04a1b9ac9e6d5da13db70ca67927ccec,malicious
import-path-rewrite,10.0.3,cacb9776f10c0a885e6aec39b63a510c,malicious
import-path-rewrite,11.0.3,b308b6edb85e7904e2edd7e8a173be21,malicious
import-path-rewrite,11.0.2,2253050de116e0ab48ecefde0d2103d7,malicious
import-path-rewrite,11.0.0,e1693192304f6ad1c3b774bc635175d3,malicious
import-path-rewrite,14.1.0,465c25bfee13fa8301e73862b62f55e2,malicious
import-path-rewrite,10.0.0,a748154f34ec90173d2d584d85f22187,malicious
import-path-rewrite,11.0.1,1d0d39ad7432498337ed4732632cdc6f,malicious
import-path-rewrite,12.1.3,ad19cdd7022ff3651c8fa1773e3b11c5,malicious
import-path-rewrite,12.0.3,1d9f8b273b14749b0ac5cd8795606cef,malicious
relay-github-root,100.0.2,65b5230bdc8c61cde3656804476eec40,malicious
@the-df-company@commod,1.0.0,7515fe5077d2c6ff2799c9379072b0cf,malicious
simplified-jsbridge,10.4.8,d36d663e6ccbff335119057ab28c5f9f,malicious
yapi-to-dts,10.5.2,4f0e2db11d19063d03300587e1b05829,malicious
json-schema-editor-visual-yapi,6.5.8,70d3e37549b203d4f99e757f0cbbd9d7,malicious
seller-assistance-service,6.5.8,3e3791b9fadecc70dc91ccab8857bce6,malicious
uflexreward-api,99.9.9,3cbf1676e927ef936644fc732515bb40,malicious
filter-engine-ui,10.1.10,57262d8df68d02333a46b25a862f7952,malicious
evocater_libpnpmpublish,99.3.5,23e1a0fb34c6bb024cafc6617134fdc5,malicious
@meneprojects@body-parsers,1.0.3,0030855f6a926ff624abacc9b6a5828f,malicious
dhp-http-lib,10.3.1,4871de8c55e15d2d303e13734bb82b89,malicious
@mosfe@sso-sdk,0.0.6,b7d12e9a93b13a7cb301b8d2923ba95d,malicious
airwallex-platform-onboarding-sdk-demo-react,1.0.0,fc187300157b260f4db04c3229ce17d3,malicious
sa11y-monorepo,2.2.1,2fcbd5ca9efb8d27467714d633c562eb,malicious
cml-cloudbase,9.3.5,139809c2cb8ad558313f06ed165309cf,malicious
v5_2,99.99.99,51d0c37840d45e1cbbfcbb16ba94ebc9,malicious
mediafragment,8.1.3,b2045c224d7c12ba6abbceef1af19694,malicious
eth-errors,4.0.3,7d57f295d1ee299c584e9d57d144037e,malicious
mystock-ui,6.5.8,fdabe52f6d7912dc958d49ddc30f81c1,malicious
eth-rperrors,4.0.3,46321c301b7c61ff98e79fc27243a0c2,malicious
client-req-scopes,3.4.3,dda3d39ec590c1a5bf4f5f74120d4ec0,malicious
xigplayer,89.3.5,5803104bf741ca69f8429634f9eaefaa,malicious
mockapie,5.5.8,a82bcef8744ef201efb634b77b1e1b48,malicious
cdp-agentkit-nodejs,1.0.0,c939d7bd0c21966d3ed0ba095380ed62,malicious
calendervue,1.0.0,ce5c2ed39ae2b5db122fe2cc8703b44c,malicious
babel-plugin-method-version,5.3.5,925a5c458671c92c01084019da268e95,malicious
@umreg@zxcvbn,10.10.12,4761bdeb7e350145b7e354e2804a2d57,malicious
solc-bin,0.0.0,f88e040c79a4b4bb89a5ef0298a91285,malicious
chronos-web-ui,0.0.5,9a20373ca5a9481d171003ada968abdc,malicious
ethers-multcall,0.2.3,744e125089eacad77cae868e0d364575,malicious
sc-case-dispute,6.5.8,47dca809600d90e477000d87f07f6574,malicious
tracking-wtf,8.5.1,7fdaf2ae45bce7f1ea756d89510f068b,malicious
pentest-helper,3.0.0,e01ee9f446de90f402e3dc8cc7fa4ee2,malicious
tripadvisor-npm,1.0.1,fe35126119eaaf522edc684d536088bb,malicious
tripadvisor-npm,1.0.3,f5f723928f5f1fa23b2df3911ac03895,malicious
@ps-i18@i18-utils,1.2.1,1727b2a7da302267c5bbade390f27e01,malicious
@ps-i18@i18-utils,1.2.0,b10895745ab27386f3a3b16ffb7bfaf8,malicious
webpacks-bundle-analyze,99.11.18,39a0348490f27ed71a5d7653bd1a13cb,malicious
minification,1.0.0,53256b3e2e148b167c13912376b3e73d,malicious
marketing-base,6.5.8,23767fa2ba4cfcee4f8f58d37719905a,malicious
react-pro-components,6.5.8,1268d04ecc993b4b4a02c377e3f2bc94,malicious
admin-upload-common,6.1.3,6361660dc542d5d6f35d5a255fdf7abc,malicious
solidity-covrage,0.8.13,d3bde0518a70f0c71e5a798195539287,malicious
node-dlls,1.0.0,03a703afe73f8840acb01a3bbb604344,malicious
sap-backend,0.0.0,448026ceaccf57bd59ef50e4ea05aaf6,malicious
proton-shared,99.9.9,95bd3f2841006919b361ed4f10b9ef81,malicious
seller-webchat-ui,6.4.10,50c308a54c26b429c044daa9ad946888,malicious
passports-js,0.7.0,692a6084fe2612002b6d3234309cb266,malicious
passports-js,0.7.1,4e4666435a220cc017e58e0699730d1d,malicious
react-zutils,1.0.1,25cf1348eacf447638cbabec257a01b1,malicious
ssc-user-guide-pro,5.5.1,f9761c323b457d2219771ee73db82a46,malicious
storage-atom,7.2.5,1f6899ab9c79f28cdace2b54773a129d,malicious
configure-pages,4.3.0,d56fe84743af886455c768fa87d99784,malicious
kraken-wallet-network-icons,9.1.8,c218652df48ae1518c833e9fba9ae6a3,malicious
pupeteerextra,3.3.6,e98bf68ef44eba3b4e24d0593715a83f,malicious
@volcenjine@rtc,89.3.5,35b60c193ff65eb5e800a5dabb670b43,malicious
elkeid,9.3.5,15a8121e0a4d9e2258c4abe304cffa1d,malicious
puppeteercluser,0.24.0,ef063824117c540aaf9cbb57372338ae,malicious
marketing-jest-cli,6.5.8,8ebd14d3298b7f3506bf71a4f89a5136,malicious
payment-tx-params-api,0.1.0,84973afa132b190830256ceba165051f,malicious
atlas-query-editor,1.1.1,9b6827471a06926d261d455c221e8841,malicious
pumptoolforvolumeandcomment,1.5.1,c5b306582397acb08f3676c373b7ce75,malicious
seller-webchat-modules,6.5.8,730fdb3f039b2f28a28c88bc8a2cf1fa,malicious
ssc-upload-react,5.1.9,9a2c0603a33b2e607cc6cdc648ea9885,malicious
babel-plugin-transform-vuex-analysis,5.3.5,2281bb09b851462545f700551f55faad,malicious
hardhatjs,2.22.15,af3452d2b26b0aa1659d6e46190eb4b5,malicious
onboarding-ops,6.5.8,7db241f54af5bc23f195bac8b21720b9,malicious
eslint-plugin-locale,6.5.8,f565f20fdb3d007d22b0f7882bd39e3a,malicious
seller-admin-common,6.5.8,887f0af3ffd8c09d6b843e49a439f1ee,malicious
kubehook,2.0.8,d417c63aac611726b296c78e9d729fdb,malicious
seller-base.environment,6.5.8,0c5e683f532310ff70d916b2359d9548,malicious
web-bzz,1.10.3,1787188b2595eebd497c1bf93afcc269,malicious
bignum.js,9.1.2,60905628323a6f5c49e69065c65db5a3,malicious
puppeteerwweb,0.0.3,d628e4898db214fa42624d802849d61c,malicious
ruby-lsp,0.8.14,8491718c62fc6e05950b1bbf6d3dc8aa,malicious
mona-client-mini,99.11.18,217a38915c373083532bda13bfca5257,malicious
eos-icons-react,1.1.0,7f072d9bc07b6efece919a3cf15ebd65,benign
eos-icons-react,1.0.0,02fcc555869e2b9d2533b5dc7669f7ab,benign
@progress@kendo-react-common,9.1.0,f49f5b593fa68c040be25a092eb10e9c,benign
mariadb,2.1.5,0a08103a14d4211338b343cd5615e2a4,benign
mariadb,2.4.2,789fa4ae7e741ce19cfcc882c42988d7,benign
mariadb,2.0.3,a3e9e81349db37628f093bfd7e83ed62,benign
mariadb,2.3.0,9293e2a8b2d7a4d9bc2d983e36e632b8,benign
mariadb,2.1.3,463115f8c2254cf971370e2586a5bf1b,benign
mariadb,2.5.3,19d285eee31af395ae2d0b050846e300,benign
mariadb,3.1.2,9291e6f805367477b7685657cc8cc8b2,benign
mariadb,0.0.2-security,5da8b3c265b6fbfa9759b995d2ce75d3,benign
mariadb,2.1.1,55548cf95e4575e07561ddd98a19192b,benign
mariadb,3.0.0,c58761567381a1a014b3e82f3295f14d,benign
mariadb,2.5.0,f69b533d8536c73b34742fc96ecb6ed5,benign
mariadb,2.0.4,cef4ea1f869a48f03d5a050ffb254de0,benign
node-red-contrib-mongoql,0.1.8,187f9010ebff4e3cc8aef3f1dad8885c,benign
node-red-contrib-mongoql,0.8.8,d74fc386e11989190dd6b4b5668ab386,benign
node-red-contrib-mongoql,0.7.4,a05f66d35bd9b9403ff3bcd568f3a069,benign
node-red-contrib-mongoql,0.1.6,e889960e25baa1d699eb926dbcca75ae,benign
node-red-contrib-mongoql,0.6.8,bf9b3665a3cecf64fa123db044adf480,benign
node-red-contrib-mongoql,0.6.7,6cd03bd5861531d3c7cdfb25772bfaef,benign
@lingui@message-utils,5.1.0,1bf18683ea45ce7e8524400bd9204476,benign
@firestitch@codegenerator,7.4.6,97aa38bece548e43975da989a72e1862,benign
@firestitch@codegenerator,1.0.10,859f6e666cf93aa7833bb1d6019aa371,benign
@firestitch@codegenerator,7.3.14,653a2ac2790957068168838f029d2de3,benign
@pnpm@manifest-utils,1000.0.1,eb6f53004aa39cebce3e9d47332dd772,benign
@types@find-package-json,1.2.6,32580e73f99cd9152686ca6ceb645b30,benign
@algolia@client-common,5.17.1,0023b7856b2e45394842010ec19369a1,benign
@tiptap@pm,2.10.3,a6bbb4557c9534bf2fad4fab4a9aa6df,benign
web-encoding,1.1.5,9eeb7325ad9e9f3e5d58f656fcf73d9b,benign
am-i-a-dependency,1.1.2,a4fd4a725db07ff1b7f808141d416d40,benign
cross-env.js,0.0.2-security,5da8b3c265b6fbfa9759b995d2ce75d3,benign
cross-env.js,0.0.1-security,5da8b3c265b6fbfa9759b995d2ce75d3,benign
cross-env.js,1.0.2,23b2681c734fc05f20e4aacc1cd2f1f8,benign
cross-env.js,1.0.1,23b2681c734fc05f20e4aacc1cd2f1f8,benign
precode.js,0.1.2,7a16b425f99bc95b88b22c671c015f36,benign
precode.js,0.1.0,2f0f5e46d79cce65df99593ba5082898,benign
precode.js,1.0.4,e9974ef32150ea599a86fbaca7d9885a,benign
precode.js,1.0.2,6761d0354f9e494d6fa138a1119db276,benign
precode.js,1.1.0,1e45f10afddbe3598116741f53bd7d42,benign
precode.js,1.0.1,7f73ed2627a5946c64e55d141bafee51,benign
precode.js,1.0.0,141927a8052801240af331bd3d6cd454,benign
precode.js,1.0.3,165ac5d78e8b5b8ff22308ad6999a6ad,benign
@npmcli@name-from-folder,3.0.0,4d4fc73e7e545c5640d458e096f97176,benign
web3-rpc-providers,1.0.0,9f7e5aa2bb0fc27b26a5956daac747df,benign
stream-combine,2.0.1,8ab335e3100ecb08c2abe6acbd51ad9c,benign
stream-combine,1.1.1,091705d46adfd648bd95a5e1452ee326,benign
stream-combine,2.0.0,736504221a90b2824c81a937a908d66a,benign
stream-combine,1.1.0,fdd6b48e9f7cccb01f3c00ecf84507e2,benign
stream-combine,1.0.1,c1b94293ed6e93f69916cfdce70aca1a,benign
stream-combine,1.0.0,74858adf203a30b9cefa525ef06e0840,benign
all-package-names,2.0.897,7cda2c0fda017acb3e36a14ef4a5bb8e,benign
@lexical@html,0.21.0,8e816aca9af02c40e0a4d43fd8c6609a,benign
dossier,0.0.1,ea76003048a392fa7f2cfec1d66cfcdc,benign
dossier,0.0.2,894046b7730ef2739353831e1643a5a2,benign
dossier,0.0.3,6313bdc3b6afab21cccc55400b260185,benign
@pikenote@pike-trie-cli,1.0.1,a82e7f9046ed16de99d961b8a04d46dc,benign
@pikenote@pike-trie-cli,1.0.0,5449345167cf79fff614bbfdffd34abd,benign
tsdx,0.14.1,dc06e18a6055817aef7aaec057d23b0a,benign
@sentry-internal@tracing,7.114.0,180868e8f155f4e4c1f2cfbb72b09c45,benign
eslint-plugin-package-json-dependencies,1.0.20,1d0e80a5a366bf37bccf4469b7f19536,benign
radicjs,2,d41d8cd98f00b204e9800998ecf8427e,benign
radicjs,0,c739ff1b92a7095771703b2070bb62c6,benign
npm-logical-tree,1.2.1,4e609320235e7d0cb038fd1200522b8a,benign
@smithy@hash-stream-node,3.1.10,e7d3507a33c30693af6bed16a0d56ab6,benign
@lexical@plain-text,0.21.0,9c8c9bad90070eae45ee37c91c646b41,benign
@emotion@styled-base,11.0.0,81a8a4f8bea9d665cfd4457b215997df,benign
@firebase@messaging-compat,0.2.15,86367d09c0a80ee07ce1f76b3e4b8570,benign
global-modules-path,3.0.0,ea5c9031360381dfe819231ee322dfce,benign
@smithy@config-resolver,3.0.13,13b4605655dd14df7b4216cbd8dad5db,benign
@newrelic@aws-sdk,7.4.2,0d9dfb869b1e643559b920b4319c0fc2,benign
@smithy@url-parser,3.0.11,e280aeb8c4edd4a933ab0e9fa2e8edbb,benign
@temporalio@worker,1.11.5,e1795a43d484581592092657916bdd4b,benign
yoctocolors-cjs,2.1.2,ebcd1c95be186c5d4737021f123a696a,benign
fflate,0.8.2,c8472284577e08f411a3fbaf7731397e,benign
prebuildify,6.0.1,63ed6705f0df68c7fa38e4861abb0ca9,benign
@progress@kendo-angular-dialog,17.1.1,2a8c8382c7f191a1a77a27c3e4be19e9,benign
@segment@analytics-node,2.2.0,b79e947139e0549398f87ea9aafcb103,benign
react-test-renderer,19.0.0,6689d9033f1784ebb23004b35ac30acf,benign
@lexical@utils,0.21.0,e3016b1888f5380c8e5bc2a9d23586cd,benign
@jupyterlab@statusbar,4.3.3,7f36a586d9276fa88422a0fb491eae2e,benign
@types@normalize-package-data,2.4.4,4518b9db14915d2051b55a06e9e94b99,benign
package-json,10.0.1,387e91eba878f2cb9a3b2409cef706a1,benign
@wordpress@icons,10.14.0,986a961dbea5b06f3316671abe19b1cc,benign
@lexical@hashtag,0.21.0,30aaabca2f6ce1b6e8e98bc92e5f7b4b,benign
@rooks@use-mutation-observer,4.11.2,3251974991201464d405d6f19d6dadd7,benign
@types@validate-npm-package-name,4.0.2,192453a33ec58097305ad67ae50814aa,benign
s3asy,0.1.1,1654d626c9600392e10bd92f96c83c31,benign
s3asy,0.4.3,13991d21339f0b27474146bcd34d86ad,benign
s3asy,0.4.2,110a5879844d346ea33dcf557c85213b,benign
s3asy,0.4.1,5c2ba51421ca5cc3db0e5c68c11a89e2,benign
s3asy,0.4.6,1bb1f3ff867d72f5758654bcb3b24189,benign
s3asy,0.3.0,439d6d4096f0f9b8b0a9c5ac16d5b56d,benign
s3asy,0.4.4,b2ca0627608957a33cae323292826e98,benign
s3asy,0.4.0,21923628a1a5c3b2747f02ccf04d3e00,benign
s3asy,0.1.2,653a675469b2d9fb5939dc484ed2c01e,benign
s3asy,0.2.0,2a2edf72f327fade7e9174605a4361e7,benign
s3asy,0.4.5,6e46a1110a3096f61c9b320d666822f1,benign
s3asy,0.4.7,b47cb8057f38e98fbd1c4242b24e71c9,benign
react-wz-cli,3.0.11,4d1df779c81ea8db2e9806bc49bb9ffc,benign
react-wz-cli,1.3.2,1d919be10e4e921bbbfafa648b64e4b1,benign
react-wz-cli,3.0.8,83e57e17d8edb528b1a9d5a85ba47559,benign
react-wz-cli,1.2.3,7e8d255c8278098bcc5a296f0c3cfb5e,benign
react-wz-cli,1.0.10,93c9222d0b6e9e85607dc5d15b968835,benign
react-wz-cli,1.2.23,e5eab641e7eaa3f097b7b5f6d3732c09,benign
react-wz-cli,1.2.6,a76ce4d8006d52eace5e026f92d19ef3,benign
react-wz-cli,3.0.41,c2c44dccd724519578707b85f447d068,benign
react-wz-cli,1.3.3,13a0cfc85e223bb679db13bbe6fae60c,benign
react-wz-cli,1.0.6,f37b1f4df7659922052df6a9e7ee1036,benign
react-wz-cli,2.0.1,e6b2860ebcc1a555a0d16f3f8ed4783d,benign
react-wz-cli,2.0.3,95975de716a7e01539cd87509e82ead1,benign
react-wz-cli,1.2.24,3a2f9697f41f5334c2c1c8fdc01c8bfc,benign
